"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr16",89325903,89326403,501,"*",4.11282121372736,0,5.11282121372736,-5.09755759612411,0.000181721199451947,0.00680820586783923,"Promoter (2-3kb)",16,89300696,89328986,28291,2,"29123","ENST00000563291.1",2583,"ENSG00000167522","ANKRD11","ankyrin repeat domain containing 11","Promoter (2-3 kb)","ANKRD11","29123"
"chr15",64841998,64842498,501,"*",4.21240725995111,0,5.21240725995111,-5.10161094061219,0.00019577729873007,0.00719811202485636,"Promoter (<=1kb)",15,64841948,64930920,88973,1,"80301","ENST00000437723.1",50,"ENSG00000241839","PLEKHO2","pleckstrin homology domain containing O2","Promoter (<=1 kb)","PLEKHO2","80301"
"chrX",14029059,14029559,501,"*",4.10578307847813,0,5.10578307847813,-5.04447630275578,0.000196596479884345,0.00719811202485636,"Promoter (<=1kb)",23,14009111,14029615,20505,2,"54960","ENST00000332885.7",56,"ENSG00000046647","GEMIN8","gem nuclear organelle associated protein 8","Promoter (<=1 kb)","GEMIN8","54960"
"chr6",125956681,125957181,501,"*",4.29972845941629,0,5.29972845941629,-5.10821263310062,0.000207108239538814,0.00748906804721547,"Promoter (<=1kb)",6,125956770,125980244,23475,1,"135114","ENST00000229633.7",0,"ENSG00000111911","HINT3","histidine triad nucleotide binding protein 3","Promoter (<=1 kb)","HINT3","135114"
"chrX",71181510,71182010,501,"*",5.61140190301526,3.74004950843028,6.39940506752675,-1.87873842801836,0.000209191844894287,0.00748906804721547,"Promoter (<=1kb)",23,71150179,71182076,31898,2,"124905197","ENST00000740249.1",66,NA,"LOC124905197","uncharacterized LOC124905197","Promoter (<=1 kb)","LOC124905197","124905197"
"chrX",149939160,149939660,501,"*",4.17062755078389,0,5.17062755078389,-5.02463156599194,0.000213381349145493,0.00755510666974482,"Promoter (<=1kb)",23,149939739,149944612,4874,1,"100272228","ENST00000458274.2",-79,"ENSG00000235703","EOLA2-DT","EOLA2 divergent transcript","Promoter (<=1 kb)","EOLA2-DT","100272228"
"chr11",69658664,69659164,501,"*",5.33908006009513,2.59607528208403,6.22709388821146,-2.4009087954107,0.000226309075650176,0.00792573741027029,"Intron (ENST00000538554.6/220064, intron 4 of 6)",11,69665649,69668012,2364,2,"220064","ENST00000537272.6",8848,"ENSG00000149716","LTO1","LTO1 maturation factor of ABCE1","Other intron","LTO1","220064"
"chr14",103880434,103880934,501,"*",4.10146936634528,0,5.10146936634528,-4.91834987494902,0.000237879689968363,0.00817621769513532,"Downstream (<=300bp)",14,103875055,103877478,2424,1,"105370689","ENST00000556653.1",5379,NA,"LOC105370689","uncharacterized LOC105370689","Downstream","LOC105370689","105370689"
"chr3",48186585,48187085,501,"*",4.05506652814347,0,5.05506652814347,-4.8936313725974,0.000238536456655096,0.00817621769513532,"Promoter (<=1kb)",3,48177366,48187966,10601,2,"993","ENST00000443342.5",881,"ENSG00000164045","CDC25A","cell division cycle 25A","Promoter (<=1 kb)","CDC25A","993"
"chr2",110100891,110101391,501,"*",5.1930494609749,2.63556275632753,6.06499463603586,-2.24868305291306,0.000242230775996235,0.00821544800273545,"Intron (ENST00000837856.1/ENST00000837856.1, intron 2 of 2)",2,110086433,110086523,91,2,"100616123","ENST00000583272.1",-14368,"ENSG00000264979","MIR4436B1","microRNA 4436b-1","Other intron","MIR4436B1","100616123"
"chr15",69857252,69857752,501,"*",5.35375292101548,3.18200724425841,6.18405534251645,-2.01885164910003,0.000254055991877064,0.00852675422737396,"Distal Intergenic",15,69835218,69855357,20140,1,"414926","ENST00000798881.1",22034,"ENSG00000245750","LINC00593","long intergenic non-protein coding RNA 593","Distal intergenic","LINC00593","414926"
"chr1",148522590,148523090,501,"*",4.05059823540754,0,5.05059823540754,-4.82506829705604,0.00026330384912712,0.00874603094729466,"Promoter (<=1kb)",1,148522601,148522765,165,1,"124904621","ENST00000622285.1",0,"ENSG00000274210","RNVU1-27","RNA, variant U1 small nuclear 27","Promoter (<=1 kb)","RNVU1-27","124904621"
"chr2",3378851,3379351,501,"*",4.11245261416125,0,5.11245261416125,-4.82599838963653,0.000274610329406273,0.00902851511578583,"Promoter (<=1kb)",2,3379675,3479567,99893,1,"51112","ENST00000382110.6",-324,"ENSG00000171853","TRAPPC12","trafficking protein particle complex subunit 12","Promoter (<=1 kb)","TRAPPC12","51112"
"chr19",41859962,41860462,501,"*",6.86903417492178,5.47038040934284,7.56566646186995,-1.59059357178803,0.000280669547738359,0.00913451800821206,"Promoter (<=1kb)",19,41860255,41861606,1352,1,"6223","ENST00000598466.5",0,"ENSG00000105372","RPS19","ribosomal protein S19","Promoter (<=1 kb)","RPS19","6223"
"chr17",80584047,80584547,501,"*",4.00839388573898,0,5.00839388573898,-4.72064738073247,0.000297701352809289,0.0095919375875153,"Promoter (2-3kb)",17,80585896,80586961,1066,2,"105371922","ENST00000846532.1",2414,NA,"LOC105371922","uncharacterized LOC105371922","Promoter (2-3 kb)","LOC105371922","105371922"
"chr1",1201484,1201984,501,"*",4.03749807553229,0,5.03749807553229,-4.72329748243427,0.000302382856079474,0.00964631249790165,"Distal Intergenic",1,1203844,1205680,1837,2,"8784","ENST00000486728.5",3696,"ENSG00000186891","TNFRSF18","TNF receptor superfamily member 18","Distal intergenic","TNFRSF18","8784"
"chr16",3021245,3021745,501,"*",4.10771135221243,0,5.10771135221243,-4.73826934672162,0.000310516890043054,0.00974205939825343,"Promoter (<=1kb)",16,3020390,3022383,1994,1,"51330","ENST00000571351.1",855,"ENSG00000006327","TNFRSF12A","TNF receptor superfamily member 12A","Promoter (<=1 kb)","TNFRSF12A","51330"
"chr10",101694009,101694509,501,"*",4.52465571662697,0,5.50463151841371,-4.16865260813796,0.000311431445692149,0.00974205939825343,"Promoter (<=1kb)",10,101610666,101695170,84505,2,"6468","ENST00000331272.9",661,"ENSG00000107829","FBXW4","F-box and WD repeat domain containing 4","Promoter (<=1 kb)","FBXW4","6468"
"chr5",159916013,159916513,501,"*",3.98895557918687,0,4.98895557918687,-4.65042636111053,0.000324794056880404,0.0100623697237371,"Promoter (<=1kb)",5,159916482,159973012,56531,1,"147","ENST00000306675.5",0,"ENSG00000170214","ADRA1B","adrenoceptor alpha 1B","Promoter (<=1 kb)","ADRA1B","147"
"chr2",27071299,27071799,501,"*",5.08056824986761,1.59898171425524,6.01450061108938,-2.8079071689536,0.000329606908697299,0.0101142234268828,"Promoter (<=1kb)",2,27070472,27071649,1178,2,"100128731","ENST00000447619.5",0,"ENSG00000228474","OST4","oligosaccharyltransferase complex subunit 4, non-catalytic","Promoter (<=1 kb)","OST4","100128731"
"chr15",75842609,75843109,501,"*",4.5418862787086,0,5.5221014509604,-4.13460412067488,0.000335760943924386,0.0102058656728714,"Promoter (<=1kb)",15,75843307,75901044,57738,1,"92912","ENST00000569423.5",-198,"ENSG00000140367","UBE2Q2","ubiquitin conjugating enzyme E2 Q2","Promoter (<=1 kb)","UBE2Q2","92912"
"chr2",8631924,8632424,501,"*",4.29836473708735,0,5.29836473708735,-4.65360735024883,0.000387904000088636,0.0116148467683032,"Intron (ENST00000789660.1/105373411, intron 1 of 2)",2,8600892,8622942,22051,2,"105373411","ENST00000425678.1",-8982,"ENSG00000231083","LOC105373411","uncharacterized LOC105373411","Other intron","LOC105373411","105373411"
"chr17",7242325,7242825,501,"*",5.00033708576986,0.937951075149173,5.9565016134704,-3.13846378190671,0.000389324472680553,0.0116148467683032,"Promoter (<=1kb)",17,7240008,7242449,2442,2,"11337","ENST00000302386.10",0,"ENSG00000170296","GABARAP","GABA type A receptor-associated protein","Promoter (<=1 kb)","GABARAP","11337"
"chr1",153923313,153923813,501,"*",4.1314743668922,0,5.1314743668922,-4.55349847103853,0.00040389957691248,0.0119391232735047,"Promoter (<=1kb)",1,153923324,153935240,11917,1,"101928059","ENST00000820656.1",0,"ENSG00000284738","LOC101928059","uncharacterized LOC101928059","Promoter (<=1 kb)","LOC101928059","101928059"
"chr7",150322731,150323231,501,"*",4.78722883547326,2.1037893526705,5.67032584772426,-2.236622852075,0.000436788994852464,0.0127939467401331,"Promoter (<=1kb)",7,150293312,150323163,29852,2,"653857","ENST00000477367.1",0,"ENSG00000106526","ACTR3C","actin related protein 3C","Promoter (<=1 kb)","ACTR3C","653857"
"chr7",2757506,2758006,501,"*",5.78347611760558,3.97676951427345,6.56097561481767,-1.76495325977625,0.000488726441905284,0.0141862756380074,"Promoter (2-3kb)",7,2731351,2760452,29102,2,"2768","ENST00000485329.1",2446,"ENSG00000146535","GNA12","G protein subunit alpha 12","Promoter (2-3 kb)","GNA12","2768"
"chr14",89365527,89366027,501,"*",5.59735390023904,3.32676630095142,6.4395318715992,-1.98246216770572,0.0005063994554848,0.0144498537826234,"Exon (ENST00000662923.1/101928817, exon 2 of 2)",14,89349533,89351321,1789,2,"1112","ENST00000557261.1",-14206,"ENSG00000053254","FOXN3","forkhead box N3","Other exon","FOXN3","1112"
"chr20",44531842,44532342,501,"*",4.73701902157798,0,5.72400509165867,-4.00938451991166,0.000509601543545478,0.0144498537826234,"Promoter (<=1kb)",20,44531909,44619037,87129,1,"11142","ENST00000372889.5",0,"ENSG00000168734","PKIG","cAMP-dependent protein kinase inhibitor gamma","Promoter (<=1 kb)","PKIG","11142"
"chr8",119855919,119856419,501,"*",3.93655464778031,0,4.93655464778031,-4.29186619733906,0.000511261120800454,0.0144498537826234,"Promoter (<=1kb)",8,119833976,119855894,21919,2,"79075","ENST00000313655.5",-25,"ENSG00000136982","DSCC1","DNA replication and sister chromatid cohesion 1","Promoter (<=1 kb)","DSCC1","79075"
"chr11",62727802,62728302,501,"*",5.65661723424054,2.34377711220241,6.58213674893474,-2.62907312882693,0.000516394210785067,0.0144680186708651,"Promoter (<=1kb)",11,62728069,62735564,7496,1,"283237","ENST00000530625.5",0,"ENSG00000162222","TTC9C","tetratricopeptide repeat domain 9C","Promoter (<=1 kb)","TTC9C","283237"
"chr7",56064119,56064619,501,"*",4.8744841666156,1.81074975044244,5.78552526033769,-2.40342031054413,0.000525336808353624,0.0145916827285808,"Promoter (<=1kb)",7,56064224,56080669,16446,1,"25870","ENST00000275607.13",0,"ENSG00000129103","SUMF2","sulfatase modifying factor 2","Promoter (<=1 kb)","SUMF2","25870"
"chr9",19379344,19379844,501,"*",5.910473065378,4.30154613017071,6.65218414562781,-1.65593620787955,0.000550158784609385,0.0151505265300123,"Promoter (<=1kb)",9,19376285,19380198,3914,2,"6194","ENST00000315377.4",354,"ENSG00000137154","RPS6","ribosomal protein S6","Promoter (<=1 kb)","RPS6","6194"
"chr2",231612637,231613137,501,"*",4.9196240663968,1.25987917003653,5.86138862440577,-2.74488048936133,0.00055507713831228,0.0151564283020522,"Intron (ENST00000778826.1/ENST00000778826.1, intron 1 of 1)",2,231592864,231594276,1413,1,"165100","ENST00000313965.4",19773,"ENSG00000177673","TEX44","testis expressed 44","Other intron","TEX44","165100"
"chr2",108967112,108967612,501,"*",4.34259479732643,0.155087007709125,5.3024520429384,-3.14108886104607,0.000561616234314034,0.015206113503864,"Intron (ENST00000258443.7/10913, intron 1 of 11)",2,108894471,108989220,94750,2,"10913","ENST00000258443.7",21608,"ENSG00000135960","EDAR","ectodysplasin A receptor","Other intron","EDAR","10913"
"chr14",103528913,103529413,501,"*",5.47768821121265,3.63272916482704,6.2614689430804,-1.76813683293085,0.000577007892236647,0.0153836044497207,"Promoter (<=1kb)",14,103529196,103537073,7878,1,"115708","ENST00000389749.9",0,"ENSG00000166166","TRMT61A","tRNA methyltransferase 61A","Promoter (<=1 kb)","TRMT61A","115708"
"chr9",95031351,95031851,501,"*",3.88261084237095,0,4.88261084237095,-4.16923862043285,0.00058244463545256,0.0153836044497207,"Intron (ENST00000375315.8/84909, intron 13 of 16)",9,95018891,95022285,3395,1,"84909","ENST00000482056.2",12460,"ENSG00000148120","AOPEP","aminopeptidase O (putative)","Other intron","AOPEP","84909"
"chr12",6228795,6229295,501,"*",4.60711293778499,1.43612393533898,5.52471334145671,-2.47002326343868,0.000582495264700786,0.0153836044497207,"Promoter (2-3kb)",12,6226328,6238253,11926,1,"928","ENST00000646407.1",2467,"ENSG00000010278","CD9","CD9 molecule","Promoter (2-3 kb)","CD9","928"
"chr19",7903515,7904015,501,"*",5.8697996240598,2.66570520708977,6.78932244766434,-2.49926393498471,0.000626498602009623,0.0164112072819106,"Promoter (<=1kb)",19,7903843,7914478,10636,1,"5609","ENST00000397981.7",0,"ENSG00000076984","MAP2K7","mitogen-activated protein kinase kinase 7","Promoter (<=1 kb)","MAP2K7","5609"
"chr1",39192022,39192522,501,"*",4.77485626772397,0.937951075149173,5.72347176321666,-2.80354780679428,0.000636947082085364,0.0164374001622942,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39204695,39254375,49681,1,"23499","ENST00000494012.1",-12173,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1","Other intron","MACF1","23499"
"chr8",22693279,22693779,501,"*",5.13467159860504,0.937951075149173,6.09478793522207,-3.0310763612936,0.000637701744347231,0.0164374001622942,"Promoter (<=1kb)",8,22693434,22696332,2899,1,"105379321","ENST00000685420.3",0,"ENSG00000289521","LOC105379321","uncharacterized LOC105379321","Promoter (<=1 kb)","LOC105379321","105379321"
"chr19",1591940,1592440,501,"*",6.66710049881476,5.31852014798618,7.35175923917185,-1.50592086696299,0.00065828581300745,0.0168333086469048,"Promoter (<=1kb)",19,1581159,1592359,11201,2,"53615","ENST00000585967.5",0,"ENSG00000071655","MBD3","methyl-CpG binding domain protein 3","Promoter (<=1 kb)","MBD3","53615"
"chr20",34302517,34303017,501,"*",6.04410869275406,4.79894319748385,6.70233434280686,-1.4418919551044,0.000707274868184826,0.0177818261323512,"Promoter (<=1kb)",20,34295429,34302675,7247,2,"191","ENST00000473516.1",0,"ENSG00000101444","AHCY","adenosylhomocysteinase","Promoter (<=1 kb)","AHCY","191"
"chr12",52280609,52281109,501,"*",4.44113295940269,0,5.42514007975326,-3.644998776146,0.000708286053461007,0.0177818261323512,"Intron (ENST00000553310.6/3892, intron 1 of 2)",12,52275821,52277736,1916,1,"3892","ENST00000642573.1",4788,"ENSG00000170442","KRT86","keratin 86","Other intron","KRT86","3892"
"chr9",129413989,129414489,501,"*",5.82726797626222,4.07431055715419,6.59560649979704,-1.70545461077476,0.000711935310699349,0.0177818261323512,"Exon (ENST00000726583.1/ENST00000726583.1, exon 1 of 1)",9,129438216,129439118,903,1,"105376291","ENST00000439014.1",-23727,NA,"LOC105376291","uncharacterized LOC105376291","Other exon","LOC105376291","105376291"
"chr1",45326814,45327314,501,"*",5.74942377057117,4.25435935340558,6.46771744065126,-1.57647572551508,0.000724414618807764,0.0179543377061432,"Promoter (<=1kb)",1,45326895,45328710,1816,1,"84842","ENST00000334815.6",0,"ENSG00000186603","HPDL","4-hydroxyphenylpyruvate dioxygenase like","Promoter (<=1 kb)","HPDL","84842"
"chr9",97921415,97921915,501,"*",4.54896412052152,0,5.53412895789105,-3.65569981018189,0.000752413920362292,0.0185059362702848,"Promoter (<=1kb)",9,97910503,97922468,11966,2,"51531","ENST00000471580.1",553,"ENSG00000136932","TRMO","tRNA methyltransferase O","Promoter (<=1 kb)","TRMO","51531"
"chr20",52001855,52002355,501,"*",3.6967509755447,4.6967509755447,0,3.95072556144344,0.000789111660629359,0.0191397092952585,"Distal Intergenic",20,52072685,52096480,23796,1,"105372664","ENST00000665639.1",-70330,NA,"LOC105372664","uncharacterized LOC105372664","Distal intergenic","LOC105372664","105372664"
"chr5",181184266,181184766,501,"*",4.9708282123221,2.63272916482704,5.82061075352791,-1.96074816972948,0.000790062487979323,0.0191397092952585,"Exon (ENST00000835898.1/ENST00000835898.1, exon 1 of 2)",5,181191023,181194434,3412,1,"105377769","ENST00000725221.1",-6257,NA,"TRIM7-AS2","TRIM7 antisense RNA 2","Other exon","TRIM7-AS2","105377769"
"chr17",18183113,18183613,501,"*",6.00744633782195,4.70538041772099,6.6805096764927,-1.46532542503249,0.000805914692787028,0.0193780383594015,"Promoter (<=1kb)",17,18183078,18209398,26321,1,"54890","ENST00000541285.1",35,"ENSG00000091542","ALKBH5","alkB homolog 5, RNA demethylase","Promoter (<=1 kb)","ALKBH5","54890"
"chr11",119101761,119102261,501,"*",6.18201934015185,4.05986963346318,7.00600963201923,-1.85629119168457,0.000820823702433498,0.0195903256980795,"Promoter (<=1kb)",11,119096025,119101878,5854,2,"1798","ENST00000682232.1",0,"ENSG00000172269","DPAGT1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1","Promoter (<=1 kb)","DPAGT1","1798"
"chr13",44281111,44281611,501,"*",5.3747688435743,3.59607528208403,6.14754367750255,-1.69404549838532,0.000835788560082868,0.0198008142690221,"Intron (ENST00000756758.1/ENST00000756758.1, intron 1 of 1)",13,44311351,44317355,6005,1,"107984552","ENST00000841879.1",-29740,NA,"LOC107984552","uncharacterized LOC107984552","Other intron","LOC107984552","107984552"
"chr20",48828450,48828950,501,"*",4.93793769116186,2.39403987215541,5.80861504000247,-2.03089893722803,0.000850961290974045,0.0200131188286013,"Promoter (<=1kb)",20,48624252,48827999,203748,2,"57580","ENST00000371941.4",-451,"ENSG00000124126","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","Promoter (<=1 kb)","PREX1","57580"
"chr9",35072225,35072725,501,"*",5.74156099264992,4.15508700770912,6.47882869372652,-1.60284023935817,0.00087593200406841,0.0204511080949885,"Promoter (<=1kb)",9,35053928,35072623,18696,2,"7415","ENST00000679902.1",0,"ENSG00000165280","VCP","valosin containing protein","Promoter (<=1 kb)","VCP","7415"
"chr5",91314094,91314594,501,"*",4.33487357240998,0,5.31201172592327,-3.41120551556583,0.000900226861557011,0.0208671291218467,"Promoter (<=1kb)",5,91151211,91314402,163192,2,"100505994","ENST00000650150.1",0,"ENSG00000248323","LUCAT1","lung cancer associated transcript 1","Promoter (<=1 kb)","LUCAT1","100505994"
"chr7",151081415,151081915,501,"*",4.95263043179252,2.39403987215541,5.82467802304214,-2.02443456482352,0.000914070801883075,0.0210366865976233,"Promoter (<=1kb)",7,151076629,151080866,4238,2,"10922","ENST00000460980.5",-549,"ENSG00000164896","FASTK","Fas activated serine/threonine kinase","Promoter (<=1 kb)","FASTK","10922"
"chr16",68085186,68085686,501,"*",3.7382065957149,0,4.7382065957149,-3.69896161746697,0.000983983470859952,0.0224850691000763,"Promoter (<=1kb)",16,68085344,68218090,132747,1,"4775","ENST00000575270.5",0,"ENSG00000072736","NFATC3","nuclear factor of activated T cells 3","Promoter (<=1 kb)","NFATC3","4775"
"chr19",2462581,2463081,501,"*",5.84723113112767,4.43693632727926,6.54657416342459,-1.4998839877945,0.00100410862527962,0.0227833661313445,"Promoter (<=1kb)",19,2458935,2462185,3251,2,"101928602","ENST00000587826.1",-396,"ENSG00000267201","LINC01775","long intergenic non-protein coding RNA 1775","Promoter (<=1 kb)","LINC01775","101928602"
"chr4",52712646,52713146,501,"*",5.84653130508018,4.49859132776689,6.53103355516344,-1.46968459148588,0.00101375901783056,0.0228414794087417,"Promoter (<=1kb)",4,52712682,52712747,66,1,"100616436","ENST00000578365.1",0,"ENSG00000264585","MIR4449","microRNA 4449","Promoter (<=1 kb)","MIR4449","100616436"
"chr6",111793649,111794149,501,"*",5.46228094735834,3.82417537473507,6.20964422106046,-1.60709212982622,0.00104732938006162,0.0234339948788788,"Promoter (<=1kb)",6,111661282,111793886,132605,2,"2534","ENST00000368667.6",0,"ENSG00000010810","FYN","FYN proto-oncogene, Src family tyrosine kinase","Promoter (<=1 kb)","FYN","2534"
