GL000194.1	3229	3659	Scramble_H4K16ac_rep1_peak_1	GL000194.1	1633	4194	p53KD_H4K16ac_rep1_peak_3
chr1	122403360	122403548	Scramble_H4K16ac_rep1_peak_1012	chr1	122403374	122404087	p53KD_H4K16ac_rep1_peak_950
chr1	122519503	122520485	Scramble_H4K16ac_rep1_peak_1013	chr1	122519528	122520491	p53KD_H4K16ac_rep1_peak_962
chr1	122523272	122524751	Scramble_H4K16ac_rep1_peak_1014	chr1	122523051	122525103	p53KD_H4K16ac_rep1_peak_963
chr1	122527339	122528880	Scramble_H4K16ac_rep1_peak_1015	chr1	122527349	122528948	p53KD_H4K16ac_rep1_peak_964
chr1	122547669	122547844	Scramble_H4K16ac_rep1_peak_1016	chr1	122547748	122548108	p53KD_H4K16ac_rep1_peak_968
chr1	122553673	122554017	Scramble_H4K16ac_rep1_peak_1017	chr1	122553838	122554030	p53KD_H4K16ac_rep1_peak_970
chr1	122624332	122625172	Scramble_H4K16ac_rep1_peak_1019	chr1	122624398	122625299	p53KD_H4K16ac_rep1_peak_975
chr1	122627445	122627755	Scramble_H4K16ac_rep1_peak_1020	chr1	122627454	122629455	p53KD_H4K16ac_rep1_peak_976
chr1	122629001	122629440	Scramble_H4K16ac_rep1_peak_1021	chr1	122627454	122629455	p53KD_H4K16ac_rep1_peak_976
chr1	122645625	122646067	Scramble_H4K16ac_rep1_peak_1023	chr1	122644753	122645968	p53KD_H4K16ac_rep1_peak_979
chr1	122681668	122683346	Scramble_H4K16ac_rep1_peak_1025	chr1	122681608	122683552	p53KD_H4K16ac_rep1_peak_988
chr1	122730103	122732391	Scramble_H4K16ac_rep1_peak_1027	chr1	122729304	122732005	p53KD_H4K16ac_rep1_peak_995
chr1	122791527	122792566	Scramble_H4K16ac_rep1_peak_1029	chr1	122790215	122792716	p53KD_H4K16ac_rep1_peak_1002
chr1	122819400	122819470	Scramble_H4K16ac_rep1_peak_1030	chr1	122818700	122821545	p53KD_H4K16ac_rep1_peak_1006
chr1	122842689	122843901	Scramble_H4K16ac_rep1_peak_1032	chr1	122841747	122843869	p53KD_H4K16ac_rep1_peak_1009
chr1	122889405	122890398	Scramble_H4K16ac_rep1_peak_1033	chr1	122889429	122891185	p53KD_H4K16ac_rep1_peak_1015
chr1	122896182	122897111	Scramble_H4K16ac_rep1_peak_1034	chr1	122896078	122897104	p53KD_H4K16ac_rep1_peak_1016
chr1	122903111	122904256	Scramble_H4K16ac_rep1_peak_1035	chr1	122904174	122904749	p53KD_H4K16ac_rep1_peak_1018
chr1	122911299	122911548	Scramble_H4K16ac_rep1_peak_1036	chr1	122911280	122911514	p53KD_H4K16ac_rep1_peak_1019
chr1	122943979	122944195	Scramble_H4K16ac_rep1_peak_1037	chr1	122943136	122944246	p53KD_H4K16ac_rep1_peak_1026
chr1	123034031	123034163	Scramble_H4K16ac_rep1_peak_1041	chr1	123033322	123034207	p53KD_H4K16ac_rep1_peak_1040
chr1	123035023	123036182	Scramble_H4K16ac_rep1_peak_1041	chr1	123035032	123036119	p53KD_H4K16ac_rep1_peak_1040
chr1	123048645	123050356	Scramble_H4K16ac_rep1_peak_1043	chr1	123048605	123050387	p53KD_H4K16ac_rep1_peak_1043
chr1	123118698	123120502	Scramble_H4K16ac_rep1_peak_1046	chr1	123118482	123120502	p53KD_H4K16ac_rep1_peak_1054
chr1	123146933	123147408	Scramble_H4K16ac_rep1_peak_1047	chr1	123146925	123147478	p53KD_H4K16ac_rep1_peak_1058
chr1	123156200	123157440	Scramble_H4K16ac_rep1_peak_1048	chr1	123156275	123157364	p53KD_H4K16ac_rep1_peak_1059
chr1	123199603	123200630	Scramble_H4K16ac_rep1_peak_1049	chr1	123199677	123200640	p53KD_H4K16ac_rep1_peak_1067
chr1	123201628	123201841	Scramble_H4K16ac_rep1_peak_1049	chr1	123201609	123202122	p53KD_H4K16ac_rep1_peak_1068
chr1	123235931	123236133	Scramble_H4K16ac_rep1_peak_1051	chr1	123234287	123236956	p53KD_H4K16ac_rep1_peak_1072
chr1	123330452	123331636	Scramble_H4K16ac_rep1_peak_1053	chr1	123330461	123331660	p53KD_H4K16ac_rep1_peak_1088
chr1	123334372	123335179	Scramble_H4K16ac_rep1_peak_1054	chr1	123334111	123335285	p53KD_H4K16ac_rep1_peak_1089
chr1	123398992	123400662	Scramble_H4K16ac_rep1_peak_1055	chr1	123397692	123400676	p53KD_H4K16ac_rep1_peak_1097
chr1	123416350	123416462	Scramble_H4K16ac_rep1_peak_1056	chr1	123415582	123417415	p53KD_H4K16ac_rep1_peak_1099
chr1	123417257	123417576	Scramble_H4K16ac_rep1_peak_1056	chr1	123415582	123417415	p53KD_H4K16ac_rep1_peak_1099
chr1	123433466	123433619	Scramble_H4K16ac_rep1_peak_1057	chr1	123432500	123434163	p53KD_H4K16ac_rep1_peak_1100
chr1	123435543	123436809	Scramble_H4K16ac_rep1_peak_1058	chr1	123436673	123436885	p53KD_H4K16ac_rep1_peak_1101
chr1	123443912	123443962	Scramble_H4K16ac_rep1_peak_1059	chr1	123443405	123444729	p53KD_H4K16ac_rep1_peak_1102
chr1	123514954	123516236	Scramble_H4K16ac_rep1_peak_1061	chr1	123514494	123516242	p53KD_H4K16ac_rep1_peak_1113
chr1	123527880	123528964	Scramble_H4K16ac_rep1_peak_1062	chr1	123527881	123528132	p53KD_H4K16ac_rep1_peak_1114
chr1	123548709	123549840	Scramble_H4K16ac_rep1_peak_1064	chr1	123548735	123549830	p53KD_H4K16ac_rep1_peak_1116
chr1	123558090	123558287	Scramble_H4K16ac_rep1_peak_1066	chr1	123557410	123558402	p53KD_H4K16ac_rep1_peak_1118
chr1	123559146	123560148	Scramble_H4K16ac_rep1_peak_1066	chr1	123559235	123560350	p53KD_H4K16ac_rep1_peak_1118
chr1	123597047	123597315	Scramble_H4K16ac_rep1_peak_1067	chr1	123597024	123597274	p53KD_H4K16ac_rep1_peak_1123
chr1	123732092	123732305	Scramble_H4K16ac_rep1_peak_1071	chr1	123731047	123733160	p53KD_H4K16ac_rep1_peak_1146
chr1	123798497	123798635	Scramble_H4K16ac_rep1_peak_1073	chr1	123797315	123799411	p53KD_H4K16ac_rep1_peak_1156
chr1	123856683	123856894	Scramble_H4K16ac_rep1_peak_1075	chr1	123855711	123856825	p53KD_H4K16ac_rep1_peak_1166
chr1	123882740	123883881	Scramble_H4K16ac_rep1_peak_1076	chr1	123882734	123884177	p53KD_H4K16ac_rep1_peak_1171
chr1	123910770	123911753	Scramble_H4K16ac_rep1_peak_1077	chr1	123910793	123912472	p53KD_H4K16ac_rep1_peak_1174
chr1	123926395	123927828	Scramble_H4K16ac_rep1_peak_1078	chr1	123926336	123926812	p53KD_H4K16ac_rep1_peak_1177
chr1	123970066	123970894	Scramble_H4K16ac_rep1_peak_1079	chr1	123970052	123970890	p53KD_H4K16ac_rep1_peak_1184
chr1	124031707	124032523	Scramble_H4K16ac_rep1_peak_1081	chr1	124032406	124032654	p53KD_H4K16ac_rep1_peak_1196
chr1	124052867	124054665	Scramble_H4K16ac_rep1_peak_1082	chr1	124051641	124054923	p53KD_H4K16ac_rep1_peak_1199
chr1	124070107	124071524	Scramble_H4K16ac_rep1_peak_1084	chr1	124070083	124071494	p53KD_H4K16ac_rep1_peak_1201
chr1	124091942	124092998	Scramble_H4K16ac_rep1_peak_1086	chr1	124091631	124092032	p53KD_H4K16ac_rep1_peak_1206
chr1	124096732	124097184	Scramble_H4K16ac_rep1_peak_1087	chr1	124096974	124097264	p53KD_H4K16ac_rep1_peak_1207
chr1	124098517	124098736	Scramble_H4K16ac_rep1_peak_1087	chr1	124098548	124098821	p53KD_H4K16ac_rep1_peak_1208
chr1	124156084	124156288	Scramble_H4K16ac_rep1_peak_1089	chr1	124156080	124156268	p53KD_H4K16ac_rep1_peak_1217
chr1	124158962	124159052	Scramble_H4K16ac_rep1_peak_1090	chr1	124158895	124159797	p53KD_H4K16ac_rep1_peak_1218
chr1	124178697	124179524	Scramble_H4K16ac_rep1_peak_1091	chr1	124177072	124179980	p53KD_H4K16ac_rep1_peak_1222
chr1	124217514	124219005	Scramble_H4K16ac_rep1_peak_1094	chr1	124217548	124218206	p53KD_H4K16ac_rep1_peak_1229
chr1	124221335	124223123	Scramble_H4K16ac_rep1_peak_1095	chr1	124221272	124223116	p53KD_H4K16ac_rep1_peak_1230
chr1	124237586	124237799	Scramble_H4K16ac_rep1_peak_1096	chr1	124237585	124237808	p53KD_H4K16ac_rep1_peak_1232
chr1	124282838	124283585	Scramble_H4K16ac_rep1_peak_1098	chr1	124280345	124284003	p53KD_H4K16ac_rep1_peak_1242
chr1	124290389	124292576	Scramble_H4K16ac_rep1_peak_1099	chr1	124290582	124290933	p53KD_H4K16ac_rep1_peak_1244
chr1	124306611	124306954	Scramble_H4K16ac_rep1_peak_1100	chr1	124305841	124306931	p53KD_H4K16ac_rep1_peak_1245
chr1	124309607	124309857	Scramble_H4K16ac_rep1_peak_1100	chr1	124309615	124309883	p53KD_H4K16ac_rep1_peak_1246
chr1	124318103	124318997	Scramble_H4K16ac_rep1_peak_1101	chr1	124318127	124320433	p53KD_H4K16ac_rep1_peak_1249
chr1	124328542	124329760	Scramble_H4K16ac_rep1_peak_1102	chr1	124328054	124329308	p53KD_H4K16ac_rep1_peak_1250
chr1	124351520	124352203	Scramble_H4K16ac_rep1_peak_1105	chr1	124351531	124353194	p53KD_H4K16ac_rep1_peak_1253
chr1	124363944	124363967	Scramble_H4K16ac_rep1_peak_1106	chr1	124363928	124364014	p53KD_H4K16ac_rep1_peak_1255
chr1	124366996	124367510	Scramble_H4K16ac_rep1_peak_1107	chr1	124364879	124367612	p53KD_H4K16ac_rep1_peak_1256
chr1	124370083	124370658	Scramble_H4K16ac_rep1_peak_1108	chr1	124370629	124371880	p53KD_H4K16ac_rep1_peak_1257
chr1	124376320	124377381	Scramble_H4K16ac_rep1_peak_1109	chr1	124376304	124377466	p53KD_H4K16ac_rep1_peak_1258
chr1	124406774	124407553	Scramble_H4K16ac_rep1_peak_1110	chr1	124406781	124407599	p53KD_H4K16ac_rep1_peak_1266
chr1	124420987	124421854	Scramble_H4K16ac_rep1_peak_1111	chr1	124421033	124421827	p53KD_H4K16ac_rep1_peak_1268
chr1	124437340	124440033	Scramble_H4K16ac_rep1_peak_1113	chr1	124437293	124438298	p53KD_H4K16ac_rep1_peak_1271
chr1	124437340	124440033	Scramble_H4K16ac_rep1_peak_1113	chr1	124439331	124440021	p53KD_H4K16ac_rep1_peak_1271
chr1	124446333	124446499	Scramble_H4K16ac_rep1_peak_1114	chr1	124445336	124446596	p53KD_H4K16ac_rep1_peak_1272
chr1	124450340	124450555	Scramble_H4K16ac_rep1_peak_1115	chr1	124450272	124450566	p53KD_H4K16ac_rep1_peak_1273
chr1	124456794	124457636	Scramble_H4K16ac_rep1_peak_1116	chr1	124456568	124457627	p53KD_H4K16ac_rep1_peak_1275
chr1	124467014	124467224	Scramble_H4K16ac_rep1_peak_1117	chr1	124467003	124467239	p53KD_H4K16ac_rep1_peak_1276
chr1	124485322	124486280	Scramble_H4K16ac_rep1_peak_1118	chr1	124485371	124486330	p53KD_H4K16ac_rep1_peak_1280
chr1	124499041	124499317	Scramble_H4K16ac_rep1_peak_1119	chr1	124498433	124499357	p53KD_H4K16ac_rep1_peak_1283
chr1	124519028	124519895	Scramble_H4K16ac_rep1_peak_1120	chr1	124518423	124520284	p53KD_H4K16ac_rep1_peak_1288
chr1	124531321	124532260	Scramble_H4K16ac_rep1_peak_1121	chr1	124530157	124532271	p53KD_H4K16ac_rep1_peak_1290
chr1	124545769	124547058	Scramble_H4K16ac_rep1_peak_1122	chr1	124545733	124547058	p53KD_H4K16ac_rep1_peak_1291
chr1	124556358	124556536	Scramble_H4K16ac_rep1_peak_1123	chr1	124556342	124557276	p53KD_H4K16ac_rep1_peak_1294
chr1	124562064	124562462	Scramble_H4K16ac_rep1_peak_1124	chr1	124562036	124564309	p53KD_H4K16ac_rep1_peak_1296
chr1	124593256	124593861	Scramble_H4K16ac_rep1_peak_1127	chr1	124593620	124593844	p53KD_H4K16ac_rep1_peak_1301
chr1	124597080	124597954	Scramble_H4K16ac_rep1_peak_1128	chr1	124597100	124598001	p53KD_H4K16ac_rep1_peak_1303
chr1	124602985	124604158	Scramble_H4K16ac_rep1_peak_1129	chr1	124602803	124604178	p53KD_H4K16ac_rep1_peak_1304
chr1	124612313	124613455	Scramble_H4K16ac_rep1_peak_1130	chr1	124612696	124615264	p53KD_H4K16ac_rep1_peak_1306
chr1	124648570	124648869	Scramble_H4K16ac_rep1_peak_1133	chr1	124647985	124649113	p53KD_H4K16ac_rep1_peak_1314
chr1	124658944	124660088	Scramble_H4K16ac_rep1_peak_1134	chr1	124658939	124660396	p53KD_H4K16ac_rep1_peak_1316
chr1	124670486	124673330	Scramble_H4K16ac_rep1_peak_1135	chr1	124668863	124673370	p53KD_H4K16ac_rep1_peak_1319
chr1	124690519	124692110	Scramble_H4K16ac_rep1_peak_1136	chr1	124690511	124695526	p53KD_H4K16ac_rep1_peak_1323
chr1	124693212	124694493	Scramble_H4K16ac_rep1_peak_1137	chr1	124690511	124695526	p53KD_H4K16ac_rep1_peak_1323
chr1	124695295	124695520	Scramble_H4K16ac_rep1_peak_1137	chr1	124690511	124695526	p53KD_H4K16ac_rep1_peak_1323
chr1	124701278	124701553	Scramble_H4K16ac_rep1_peak_1138	chr1	124700373	124701551	p53KD_H4K16ac_rep1_peak_1324
chr1	124712718	124715032	Scramble_H4K16ac_rep1_peak_1139	chr1	124712201	124713841	p53KD_H4K16ac_rep1_peak_1325
chr1	124712718	124715032	Scramble_H4K16ac_rep1_peak_1139	chr1	124714661	124715691	p53KD_H4K16ac_rep1_peak_1325
chr1	124725908	124726192	Scramble_H4K16ac_rep1_peak_1140	chr1	124725092	124729437	p53KD_H4K16ac_rep1_peak_1328
chr1	124727981	124731778	Scramble_H4K16ac_rep1_peak_1141	chr1	124725092	124729437	p53KD_H4K16ac_rep1_peak_1328
chr1	124727981	124731778	Scramble_H4K16ac_rep1_peak_1141	chr1	124730637	124733224	p53KD_H4K16ac_rep1_peak_1329
chr1	124735689	124735843	Scramble_H4K16ac_rep1_peak_1143	chr1	124735753	124738112	p53KD_H4K16ac_rep1_peak_1330
chr1	124737166	124737377	Scramble_H4K16ac_rep1_peak_1143	chr1	124735753	124738112	p53KD_H4K16ac_rep1_peak_1330
chr1	124739548	124740474	Scramble_H4K16ac_rep1_peak_1144	chr1	124739399	124741573	p53KD_H4K16ac_rep1_peak_1331
chr1	124741335	124741566	Scramble_H4K16ac_rep1_peak_1144	chr1	124739399	124741573	p53KD_H4K16ac_rep1_peak_1331
chr1	124745527	124747465	Scramble_H4K16ac_rep1_peak_1145	chr1	124744380	124747742	p53KD_H4K16ac_rep1_peak_1333
chr1	124749880	124750743	Scramble_H4K16ac_rep1_peak_1146	chr1	124750022	124750759	p53KD_H4K16ac_rep1_peak_1334
chr1	124756842	124757776	Scramble_H4K16ac_rep1_peak_1147	chr1	124756710	124757815	p53KD_H4K16ac_rep1_peak_1335
chr1	124761804	124763777	Scramble_H4K16ac_rep1_peak_1148	chr1	124761993	124764082	p53KD_H4K16ac_rep1_peak_1336
chr1	124767392	124768755	Scramble_H4K16ac_rep1_peak_1149	chr1	124767936	124768875	p53KD_H4K16ac_rep1_peak_1337
chr1	124770002	124771151	Scramble_H4K16ac_rep1_peak_1150	chr1	124770896	124771162	p53KD_H4K16ac_rep1_peak_1338
chr1	124774898	124775245	Scramble_H4K16ac_rep1_peak_1151	chr1	124774423	124775230	p53KD_H4K16ac_rep1_peak_1340
chr1	124776578	124778292	Scramble_H4K16ac_rep1_peak_1152	chr1	124776564	124778308	p53KD_H4K16ac_rep1_peak_1340
chr1	124783375	124784270	Scramble_H4K16ac_rep1_peak_1154	chr1	124783350	124785015	p53KD_H4K16ac_rep1_peak_1341
chr1	125180862	125183101	Scramble_H4K16ac_rep1_peak_1157	chr1	125178863	125183184	p53KD_H4K16ac_rep1_peak_1350
chr1	143186452	143187779	Scramble_H4K16ac_rep1_peak_1158	chr1	143184825	143187909	p53KD_H4K16ac_rep1_peak_1351
chr1	143190591	143193791	Scramble_H4K16ac_rep1_peak_1159	chr1	143190558	143195747	p53KD_H4K16ac_rep1_peak_1352
chr1	143200227	143203522	Scramble_H4K16ac_rep1_peak_1160	chr1	143200208	143203560	p53KD_H4K16ac_rep1_peak_1353
chr1	143212480	143213331	Scramble_H4K16ac_rep1_peak_1161	chr1	143211799	143213342	p53KD_H4K16ac_rep1_peak_1355
chr1	143214234	143215442	Scramble_H4K16ac_rep1_peak_1161	chr1	143214234	143223087	p53KD_H4K16ac_rep1_peak_1356
chr1	143216703	143223062	Scramble_H4K16ac_rep1_peak_1162	chr1	143214234	143223087	p53KD_H4K16ac_rep1_peak_1356
chr1	143230247	143230479	Scramble_H4K16ac_rep1_peak_1163	chr1	143230187	143230467	p53KD_H4K16ac_rep1_peak_1358
chr1	143231297	143231467	Scramble_H4K16ac_rep1_peak_1163	chr1	143231299	143233320	p53KD_H4K16ac_rep1_peak_1359
chr1	143237338	143238264	Scramble_H4K16ac_rep1_peak_1164	chr1	143235688	143240420	p53KD_H4K16ac_rep1_peak_1360
chr1	143239440	143240357	Scramble_H4K16ac_rep1_peak_1165	chr1	143235688	143240420	p53KD_H4K16ac_rep1_peak_1360
chr1	143247087	143247426	Scramble_H4K16ac_rep1_peak_1166	chr1	143245433	143247464	p53KD_H4K16ac_rep1_peak_1361
chr1	143251704	143256908	Scramble_H4K16ac_rep1_peak_1167	chr1	143251576	143256961	p53KD_H4K16ac_rep1_peak_1362
chr1	143262627	143265913	Scramble_H4K16ac_rep1_peak_1168	chr1	143262099	143266917	p53KD_H4K16ac_rep1_peak_1363
chr1	149840979	149842967	Scramble_H4K16ac_rep1_peak_1207	chr1	149841559	149841815	p53KD_H4K16ac_rep1_peak_1458
chr1	156660432	156661180	Scramble_H4K16ac_rep1_peak_1294	chr1	156660337	156661217	p53KD_H4K16ac_rep1_peak_1485
chr1	161447130	161448278	Scramble_H4K16ac_rep1_peak_1316	chr1	161448066	161448981	p53KD_H4K16ac_rep1_peak_1492
chr1	171339320	171339883	Scramble_H4K16ac_rep1_peak_1333	chr1	171339292	171339970	p53KD_H4K16ac_rep1_peak_1503
chr1	181104071	181105704	Scramble_H4K16ac_rep1_peak_1352	chr1	181105646	181106040	p53KD_H4K16ac_rep1_peak_1507
chr1	204104239	204104650	Scramble_H4K16ac_rep1_peak_1377	chr1	204104579	204104778	p53KD_H4K16ac_rep1_peak_1515
chr1	206379327	206380189	Scramble_H4K16ac_rep1_peak_1391	chr1	206379406	206379567	p53KD_H4K16ac_rep1_peak_1521
chr1	228609010	228617071	Scramble_H4K16ac_rep1_peak_1462	chr1	228610210	228611004	p53KD_H4K16ac_rep1_peak_1547
chr1	228609010	228617071	Scramble_H4K16ac_rep1_peak_1462	chr1	228614295	228614834	p53KD_H4K16ac_rep1_peak_1547
chr1	228609010	228617071	Scramble_H4K16ac_rep1_peak_1462	chr1	228616808	228618014	p53KD_H4K16ac_rep1_peak_1547
chr1	228618454	228626799	Scramble_H4K16ac_rep1_peak_1463	chr1	228623094	228623534	p53KD_H4K16ac_rep1_peak_1548
chr1	228628448	228635437	Scramble_H4K16ac_rep1_peak_1464	chr1	228629577	228631955	p53KD_H4K16ac_rep1_peak_1549
chr1	228638598	228639407	Scramble_H4K16ac_rep1_peak_1466	chr1	228638045	228639422	p53KD_H4K16ac_rep1_peak_1550
chr1	228641171	228646669	Scramble_H4K16ac_rep1_peak_1467	chr1	228640971	228641641	p53KD_H4K16ac_rep1_peak_1551
chr1	228641171	228646669	Scramble_H4K16ac_rep1_peak_1467	chr1	228642934	228646011	p53KD_H4K16ac_rep1_peak_1551
chr1	236714300	236714615	Scramble_H4K16ac_rep1_peak_1500	chr1	236714272	236714589	p53KD_H4K16ac_rep1_peak_1558
chr1	248858449	248859507	Scramble_H4K16ac_rep1_peak_1513	chr1	248857766	248858650	p53KD_H4K16ac_rep1_peak_1571
chr10	10024	10370	Scramble_H4K16ac_rep1_peak_1515	chr10	10004	10372	p53KD_H4K16ac_rep1_peak_1573
chr10	6163896	6164238	Scramble_H4K16ac_rep1_peak_1526	chr10	6164130	6164405	p53KD_H4K16ac_rep1_peak_1578
chr10	39966175	39968569	Scramble_H4K16ac_rep1_peak_1578	chr10	39966130	39968783	p53KD_H4K16ac_rep1_peak_1601
chr10	39984227	39986555	Scramble_H4K16ac_rep1_peak_1579	chr10	39983508	39987353	p53KD_H4K16ac_rep1_peak_1602
chr10	39990151	39993899	Scramble_H4K16ac_rep1_peak_1580	chr10	39989935	39993754	p53KD_H4K16ac_rep1_peak_1603
chr10	40070287	40071001	Scramble_H4K16ac_rep1_peak_1581	chr10	40068789	40072039	p53KD_H4K16ac_rep1_peak_1609
chr10	40076832	40077637	Scramble_H4K16ac_rep1_peak_1582	chr10	40076471	40078881	p53KD_H4K16ac_rep1_peak_1610
chr10	40080016	40086615	Scramble_H4K16ac_rep1_peak_1583	chr10	40079993	40084904	p53KD_H4K16ac_rep1_peak_1610
chr10	40097841	40100471	Scramble_H4K16ac_rep1_peak_1584	chr10	40097821	40100278	p53KD_H4K16ac_rep1_peak_1612
chr10	40128477	40128804	Scramble_H4K16ac_rep1_peak_1585	chr10	40127637	40130014	p53KD_H4K16ac_rep1_peak_1614
chr10	40135127	40136618	Scramble_H4K16ac_rep1_peak_1586	chr10	40135097	40136441	p53KD_H4K16ac_rep1_peak_1615
chr10	40148103	40149805	Scramble_H4K16ac_rep1_peak_1587	chr10	40148057	40149853	p53KD_H4K16ac_rep1_peak_1616
chr10	40157735	40158986	Scramble_H4K16ac_rep1_peak_1588	chr10	40157649	40159048	p53KD_H4K16ac_rep1_peak_1617
chr10	40201461	40205755	Scramble_H4K16ac_rep1_peak_1589	chr10	40201281	40205505	p53KD_H4K16ac_rep1_peak_1620
chr10	40218520	40219982	Scramble_H4K16ac_rep1_peak_1590	chr10	40218236	40220154	p53KD_H4K16ac_rep1_peak_1622
chr10	40223280	40224111	Scramble_H4K16ac_rep1_peak_1591	chr10	40223380	40224111	p53KD_H4K16ac_rep1_peak_1624
chr10	40266156	40268996	Scramble_H4K16ac_rep1_peak_1592	chr10	40266271	40268283	p53KD_H4K16ac_rep1_peak_1628
chr10	40285189	40289276	Scramble_H4K16ac_rep1_peak_1593	chr10	40285210	40290375	p53KD_H4K16ac_rep1_peak_1630
chr10	40290197	40290401	Scramble_H4K16ac_rep1_peak_1593	chr10	40285210	40290375	p53KD_H4K16ac_rep1_peak_1630
chr10	40333877	40334412	Scramble_H4K16ac_rep1_peak_1595	chr10	40333423	40334470	p53KD_H4K16ac_rep1_peak_1631
chr10	40337288	40337509	Scramble_H4K16ac_rep1_peak_1596	chr10	40336352	40338165	p53KD_H4K16ac_rep1_peak_1631
chr10	40345339	40346603	Scramble_H4K16ac_rep1_peak_1597	chr10	40345102	40346654	p53KD_H4K16ac_rep1_peak_1632
chr10	40366731	40368649	Scramble_H4K16ac_rep1_peak_1598	chr10	40366125	40368656	p53KD_H4K16ac_rep1_peak_1633
chr10	40374359	40376600	Scramble_H4K16ac_rep1_peak_1600	chr10	40372727	40374467	p53KD_H4K16ac_rep1_peak_1634
chr10	40374359	40376600	Scramble_H4K16ac_rep1_peak_1600	chr10	40376136	40377229	p53KD_H4K16ac_rep1_peak_1634
chr10	40378078	40378902	Scramble_H4K16ac_rep1_peak_1601	chr10	40378484	40379172	p53KD_H4K16ac_rep1_peak_1635
chr10	40389379	40390487	Scramble_H4K16ac_rep1_peak_1602	chr10	40389070	40390912	p53KD_H4K16ac_rep1_peak_1636
chr10	40391833	40395244	Scramble_H4K16ac_rep1_peak_1603	chr10	40391823	40400715	p53KD_H4K16ac_rep1_peak_1637
chr10	40396541	40400633	Scramble_H4K16ac_rep1_peak_1604	chr10	40391823	40400715	p53KD_H4K16ac_rep1_peak_1637
chr10	40412948	40415038	Scramble_H4K16ac_rep1_peak_1605	chr10	40412933	40415708	p53KD_H4K16ac_rep1_peak_1639
chr10	40436666	40437145	Scramble_H4K16ac_rep1_peak_1606	chr10	40435947	40437235	p53KD_H4K16ac_rep1_peak_1640
chr10	40454019	40455715	Scramble_H4K16ac_rep1_peak_1607	chr10	40453362	40456153	p53KD_H4K16ac_rep1_peak_1641
chr10	40461474	40462959	Scramble_H4K16ac_rep1_peak_1608	chr10	40462071	40463126	p53KD_H4K16ac_rep1_peak_1642
chr10	40465608	40467598	Scramble_H4K16ac_rep1_peak_1609	chr10	40465315	40467718	p53KD_H4K16ac_rep1_peak_1643
chr10	40477046	40477162	Scramble_H4K16ac_rep1_peak_1610	chr10	40476540	40477190	p53KD_H4K16ac_rep1_peak_1644
chr10	40478330	40479028	Scramble_H4K16ac_rep1_peak_1610	chr10	40478055	40479816	p53KD_H4K16ac_rep1_peak_1644
chr10	40485439	40486542	Scramble_H4K16ac_rep1_peak_1611	chr10	40485615	40485852	p53KD_H4K16ac_rep1_peak_1645
chr10	40496458	40497722	Scramble_H4K16ac_rep1_peak_1612	chr10	40496326	40497825	p53KD_H4K16ac_rep1_peak_1647
chr10	40505222	40509044	Scramble_H4K16ac_rep1_peak_1613	chr10	40504628	40509495	p53KD_H4K16ac_rep1_peak_1648
chr10	40511088	40515704	Scramble_H4K16ac_rep1_peak_1614	chr10	40510643	40518673	p53KD_H4K16ac_rep1_peak_1648
chr10	40541916	40544090	Scramble_H4K16ac_rep1_peak_1615	chr10	40541533	40543838	p53KD_H4K16ac_rep1_peak_1650
chr10	40555640	40558002	Scramble_H4K16ac_rep1_peak_1616	chr10	40555448	40557942	p53KD_H4K16ac_rep1_peak_1652
chr10	40589065	40590569	Scramble_H4K16ac_rep1_peak_1617	chr10	40589052	40594682	p53KD_H4K16ac_rep1_peak_1655
chr10	40591653	40595821	Scramble_H4K16ac_rep1_peak_1618	chr10	40589052	40594682	p53KD_H4K16ac_rep1_peak_1655
chr10	40591653	40595821	Scramble_H4K16ac_rep1_peak_1618	chr10	40595507	40596573	p53KD_H4K16ac_rep1_peak_1655
chr10	40598525	40601785	Scramble_H4K16ac_rep1_peak_1619	chr10	40597764	40602442	p53KD_H4K16ac_rep1_peak_1655
chr10	40610722	40612359	Scramble_H4K16ac_rep1_peak_1620	chr10	40607594	40612744	p53KD_H4K16ac_rep1_peak_1657
chr10	40643583	40645576	Scramble_H4K16ac_rep1_peak_1621	chr10	40643438	40645624	p53KD_H4K16ac_rep1_peak_1662
chr10	40658657	40659278	Scramble_H4K16ac_rep1_peak_1622	chr10	40658339	40659431	p53KD_H4K16ac_rep1_peak_1664
chr10	40661550	40662866	Scramble_H4K16ac_rep1_peak_1623	chr10	40661350	40665503	p53KD_H4K16ac_rep1_peak_1665
chr10	40664379	40664890	Scramble_H4K16ac_rep1_peak_1623	chr10	40661350	40665503	p53KD_H4K16ac_rep1_peak_1665
chr10	40667961	40669569	Scramble_H4K16ac_rep1_peak_1624	chr10	40666509	40668734	p53KD_H4K16ac_rep1_peak_1666
chr10	40679390	40683700	Scramble_H4K16ac_rep1_peak_1625	chr10	40678436	40683612	p53KD_H4K16ac_rep1_peak_1667
chr10	40727034	40729527	Scramble_H4K16ac_rep1_peak_1626	chr10	40726970	40729601	p53KD_H4K16ac_rep1_peak_1671
chr10	40752564	40752650	Scramble_H4K16ac_rep1_peak_1627	chr10	40751653	40753077	p53KD_H4K16ac_rep1_peak_1673
chr10	40770600	40771490	Scramble_H4K16ac_rep1_peak_1629	chr10	40769507	40771733	p53KD_H4K16ac_rep1_peak_1677
chr10	40798171	40799871	Scramble_H4K16ac_rep1_peak_1630	chr10	40797457	40801011	p53KD_H4K16ac_rep1_peak_1681
