seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	52070555	52070730	176	*	p65_0hr_peak_922	32	.	4.93918	6.94521	3.26756	61	Intron (ENST00000477828.6/91408, intron 4 of 6)	1	52056332	52083500	27169	1	91408	ENST00000533836.1	14223	ENSG00000134717	BTF3L4	basic transcription factor 3 like 4
chr1	52838783	52838958	176	*	p65_0hr_peak_923	37	.	5.16686	7.67231	3.72411	45	Distal Intergenic	1	52842511	52894998	52488	1	440590	ENST00000371532.5	-3553	ENSG00000203995	ZYG11A	zyg-11 family member A, cell cycle regulator
chr1	53129185	53129360	176	*	p65_0hr_peak_924	26	.	4.30571	6.09996	2.61559	73	Intron (ENST00000611397.5/6512, intron 2 of 9)	1	53087520	53142577	55058	2	6512	ENST00000620347.5	13217	ENSG00000162383	SLC1A7	solute carrier family 1 member 7
chr1	54112024	54112201	178	*	p65_0hr_peak_925	43	.	5.76238	8.46002	4.37116	74	3' UTR	1	54132687	54153000	20314	2	200008	ENST00000530059.3	40799	ENSG00000157211	CDCP2	CUB domain containing protein 2
chr1	54446073	54446248	176	*	p65_0hr_peak_926	26	.	4.29626	6.06674	2.61559	164	Distal Intergenic	1	54243237	54413479	170243	2	23648	ENST00000525990.1	-32594	ENSG00000157216	SSBP3	single stranded DNA binding protein 3
chr1	55461800	55461975	176	*	p65_0hr_peak_927	26	.	4.66429	6.22211	2.69513	44	Intron (ENST00000643167.1/ENST00000643167.1, intron 1 of 3)	1	55225641	55225723	83	1	100616272	ENST00000581938.1	236159	ENSG00000265822	MIR4422	microRNA 4422
chr1	55540370	55540554	185	*	p65_0hr_peak_928	50	.	6.028	9.31118	5.04104	124	Intron (ENST00000643167.1/ENST00000643167.1, intron 1 of 3)	1	55823816	56070513	246698	1	105378737	ENST00000646266.1	-283262	NA	LOC105378737	uncharacterized LOC105378737
chr1	56366955	56367130	176	*	p65_0hr_peak_929	26	.	4.29626	6.06674	2.61559	22	Intron (ENST00000641611.1/124904188, intron 1 of 7)	1	56248312	56375265	126954	2	124904186	ENST00000641502.1	8135	NA	LOC124904186	uncharacterized LOC124904186
chr1	56555445	56555620	176	*	p65_0hr_peak_930	37	.	5.16686	7.67231	3.72411	89	Intron (ENST00000371250.4/8613, intron 1 of 5)	1	56494761	56579563	84803	2	8613	ENST00000371250.4	23943	ENSG00000162407	PLPP3	phospholipid phosphatase 3
chr1	56560880	56561058	179	*	p65_0hr_peak_931	50	.	6.028	9.31118	5.04104	95	Intron (ENST00000371250.4/8613, intron 1 of 5)	1	56494761	56579563	84803	2	8613	ENST00000371250.4	18505	ENSG00000162407	PLPP3	phospholipid phosphatase 3
chr1	58115474	58115750	277	*	p65_0hr_peak_932	37	.	5.16686	7.67231	3.72411	165	Intron (ENST00000485760.5/1600, intron 5 of 20)	1	57826071	57884085	58015	2	1600	ENST00000477280.1	-231389	ENSG00000173406	DAB1	DAB adaptor protein 1
chr1	58128641	58128867	227	*	p65_0hr_peak_933	28	.	4.89664	6.43405	2.86862	152	Intron (ENST00000485760.5/1600, intron 5 of 20)	1	57826071	57884085	58015	2	1600	ENST00000477280.1	-244556	ENSG00000173406	DAB1	DAB adaptor protein 1
chr1	58271288	58271463	176	*	p65_0hr_peak_934	26	.	4.29626	6.06674	2.61559	77	Intron (ENST00000485760.5/1600, intron 4 of 20)	1	58462552	58506199	43648	2	115209	ENST00000460671.1	234736	ENSG00000162600	OMA1	OMA1 zinc metallopeptidase
chr1	58494515	58494690	176	*	p65_0hr_peak_935	16	.	3.4002	4.45529	1.65242	72	Intron (ENST00000485760.5/1600, intron 3 of 20)	1	58462552	58506199	43648	2	115209	ENST00000460671.1	11509	ENSG00000162600	OMA1	OMA1 zinc metallopeptidase
chr1	59372442	59372840	399	*	p65_0hr_peak_936	37	.	5.16686	7.67231	3.72411	154	Intron (ENST00000413489.5/55277, intron 4 of 4)	1	59393208	59626023	232816	1	55277	ENST00000475949.5	-20368	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing
chr1	59462150	59462374	225	*	p65_0hr_peak_937	50	.	6.028	9.31118	5.04104	156	Intron (ENST00000634606.1/55277, intron 5 of 16)	1	59500269	59501155	887	2	124904192	ENST00000781179.1	38781	NA	LOC124904192	uncharacterized LOC124904192
chr1	59535127	59535327	201	*	p65_0hr_peak_938	48	.	5.95034	9.04384	4.87199	75	Intron (ENST00000634606.1/55277, intron 6 of 16)	1	59553918	59762728	208811	1	55277	ENST00000371210.1	-18591	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing
chr1	60511029	60511353	325	*	p65_0hr_peak_939	16	.	3.44457	4.60611	1.65242	207	Distal Intergenic	1	60540215	60542478	2264	2	105378763	ENST00000827536.1	31125	ENSG00000226476	LINC01748	long intergenic non-protein coding RNA 1748
chr1	63241620	63241795	176	*	p65_0hr_peak_940	26	.	4.30571	6.09996	2.61559	39	Intron (ENST00000717983.1/199899, intron 2 of 14)	1	63169933	63257993	88061	2	199899	ENST00000658104.1	16198	ENSG00000224209	LINC00466	long intergenic non-protein coding RNA 466
chr1	63926202	63926377	176	*	p65_0hr_peak_941	26	.	4.30571	6.09996	2.61559	140	Intron (ENST00000371079.6/4919, intron 1 of 8)	1	64033935	64035151	1217	2	105378772	ENST00000818759.1	108774	NA	LOC105378772	uncharacterized LOC105378772
chr1	63969551	63969726	176	*	p65_0hr_peak_942	29	.	4.79232	6.54248	2.96219	64	Intron (ENST00000371079.6/4919, intron 1 of 8)	1	64033935	64035151	1217	2	105378772	ENST00000818759.1	65425	NA	LOC105378772	uncharacterized LOC105378772
chr1	64277395	64277570	176	*	p65_0hr_peak_943	37	.	5.44168	7.61256	3.72411	89	Intron (ENST00000775235.1/ENST00000775235.1, intron 1 of 1)	1	64220864	64267249	46386	1	148581	ENST00000608956.1	56531	ENSG00000177414	UBE2U	ubiquitin conjugating enzyme E2 U
chr1	64373308	64373516	209	*	p65_0hr_peak_944	50	.	6.01476	9.26436	5.04104	129	Intron (ENST00000761624.1/105378774, intron 1 of 2)	1	64369666	64383197	13532	1	105378774	ENST00000761625.1	3642	ENSG00000299211	LOC105378774	uncharacterized LOC105378774
chr1	64798188	64798404	217	*	p65_0hr_peak_945	50	.	6.028	9.31118	5.04104	159	Intron (ENST00000294428.8/55225, intron 5 of 11)	1	64778066	64816509	38444	1	55225	ENST00000418058.1	20122	ENSG00000162437	RAVER2	ribonucleoprotein, PTB binding 2
chr1	64836686	64836861	176	*	p65_0hr_peak_946	37	.	5.16686	7.67231	3.72411	116	Intron (ENST00000465376.7/3716, intron 11 of 13)	1	64839496	64841258	1763	2	3716	ENST00000481702.1	4397	ENSG00000162434	JAK1	Janus kinase 1
chr1	65562040	65562215	176	*	p65_0hr_peak_947	21	.	3.9936	5.16307	2.1063	55	Intron (ENST00000371059.7/3953, intron 2 of 19)	1	65565546	65626234	60689	1	3953	ENST00000371058.1	-3331	ENSG00000116678	LEPR	leptin receptor
chr1	65921112	65921287	176	*	p65_0hr_peak_948	37	.	5.16686	7.67231	3.72411	55	Intron (ENST00000329654.8/5142, intron 3 of 16)	1	65992422	66374573	382152	1	5142	ENST00000423207.6	-71135	ENSG00000184588	PDE4B	phosphodiesterase 4B
chr1	66104732	66104907	176	*	p65_0hr_peak_949	15	.	3.2605	4.03611	1.52264	108	Intron (ENST00000329654.8/5142, intron 3 of 16)	1	66152390	66332590	180201	1	5142	ENST00000412480.6	-47483	ENSG00000184588	PDE4B	phosphodiesterase 4B
chr1	66203813	66204101	289	*	p65_0hr_peak_950	26	.	4.30571	6.09996	2.61559	71	Intron (ENST00000329654.8/5142, intron 3 of 16)	1	66152390	66332590	180201	1	5142	ENST00000412480.6	51423	ENSG00000184588	PDE4B	phosphodiesterase 4B
chr1	66484940	66485448	509	*	p65_0hr_peak_951	26	.	4.30571	6.09996	2.61559	123	Intron (ENST00000811632.1/ENST00000811632.1, intron 1 of 1)	1	66533267	66748987	215721	1	84251	ENST00000682707.1	-47819	ENSG00000118473	SGIP1	SH3GL interacting endocytic adaptor 1
chr1	66784347	66784522	176	*	p65_0hr_peak_952	26	.	4.30092	6.08305	2.61559	63	Distal Intergenic	1	66776155	66777820	1666	1	200132	ENST00000489510.1	8192	ENSG00000152760	DYNLT5	dynein light chain Tctex-type family member 5
chr1	67069113	67069299	187	*	p65_0hr_peak_953	50	.	6.028	9.31118	5.04104	96	Distal Intergenic	1	66999350	67054148	54799	2	23169	ENST00000235345.6	-14965	ENSG00000116704	SLC35D1	solute carrier family 35 member D1
chr1	67080541	67080810	270	*	p65_0hr_peak_954	37	.	5.16686	7.67231	3.72411	137	Distal Intergenic	1	67102645	67102779	135	2	124900434	ENST00000516624.1	21969	ENSG00000252433	LOC124900434	small nucleolar RNA SNORA31
chr1	67082397	67082572	176	*	p65_0hr_peak_955	32	.	4.93918	6.94521	3.26756	133	Distal Intergenic	1	67102645	67102779	135	2	124900434	ENST00000516624.1	20207	ENSG00000252433	LOC124900434	small nucleolar RNA SNORA31
chr1	67083167	67083366	200	*	p65_0hr_peak_956	32	.	4.93918	6.94521	3.26756	95	Distal Intergenic	1	67102645	67102779	135	2	124900434	ENST00000516624.1	19413	ENSG00000252433	LOC124900434	small nucleolar RNA SNORA31
chr1	68695705	68695880	176	*	p65_0hr_peak_957	26	.	4.25024	5.91036	2.61559	105	Intron (ENST00000844029.1/ENST00000844029.1, intron 1 of 2)	1	68474152	68497221	23070	2	55635	ENST00000370966.9	-198484	ENSG00000024526	DEPDC1	DEP domain containing 1
chr1	68735112	68735320	209	*	p65_0hr_peak_958	32	.	4.93918	6.94521	3.26756	90	Intron (ENST00000844029.1/ENST00000844029.1, intron 2 of 2)	1	68474152	68497221	23070	2	55635	ENST00000370966.9	-237891	ENSG00000024526	DEPDC1	DEP domain containing 1
chr1	68735747	68735922	176	*	p65_0hr_peak_959	26	.	4.30571	6.09996	2.61559	141	Intron (ENST00000844029.1/ENST00000844029.1, intron 2 of 2)	1	68474152	68497221	23070	2	55635	ENST00000370966.9	-238526	ENSG00000024526	DEPDC1	DEP domain containing 1
chr1	69115265	69115440	176	*	p65_0hr_peak_960	26	.	4.25024	5.91036	2.61559	104	Intron (ENST00000658427.1/105378787, intron 2 of 3)	1	69055903	69219097	163195	1	105378785	ENST00000660251.1	59362	ENSG00000223883	LINC01707	long intergenic non-protein coding RNA 1707
chr1	69445583	69445758	176	*	p65_0hr_peak_961	26	.	4.30571	6.09996	2.61559	27	Distal Intergenic	1	69433255	69435409	2155	1	105378788	ENST00000448001.1	12328	ENSG00000229639	LINC01758	long intergenic non-protein coding RNA 1758
chr1	69612899	69613074	176	*	p65_0hr_peak_962	26	.	4.30571	6.09996	2.61559	49	Intron (ENST00000651989.2/57554, intron 1 of 26)	1	69568450	69875004	306555	1	57554	ENST00000370958.5	44449	ENSG00000033122	LRRC7	leucine rich repeat containing 7
chr1	69923988	69924163	176	*	p65_0hr_peak_963	18	.	3.88691	4.89784	1.87186	109	Intron (ENST00000651989.2/57554, intron 7 of 26)	1	69919357	69919657	301	1	5301	ENST00000439639.2	4631	ENSG00000293134	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
chr1	69996467	69996715	249	*	p65_0hr_peak_964	21	.	3.9936	5.16307	2.1063	145	Intron (ENST00000651989.2/57554, intron 11 of 26)	1	69919357	69919657	301	1	5301	ENST00000439639.2	77110	ENSG00000293134	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
chr1	69997589	69997764	176	*	p65_0hr_peak_965	16	.	3.44457	4.60611	1.65242	6	Intron (ENST00000651989.2/57554, intron 11 of 26)	1	69919357	69919657	301	1	5301	ENST00000439639.2	78232	ENSG00000293134	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
chr1	70099066	70099436	371	*	p65_0hr_peak_966	36	.	5.10029	7.44386	3.66069	313	Intron (ENST00000651989.2/57554, intron 25 of 26)	1	70107750	70148005	40256	1	57554	ENST00000588515.5	-8314	ENSG00000033122	LRRC7	leucine rich repeat containing 7
chr1	70596329	70596674	346	*	p65_0hr_peak_967	32	.	4.93918	6.94521	3.26756	316	Distal Intergenic	1	70706441	70716444	10004	1	101927244	ENST00000663421.1	-109767	ENSG00000229051	LINC01788	long intergenic non-protein coding RNA 1788
chr1	70646643	70647157	515	*	p65_0hr_peak_968	105	.	9.32859	15.3119	10.576	274	Distal Intergenic	1	70706441	70716444	10004	1	101927244	ENST00000663421.1	-59284	ENSG00000229051	LINC01788	long intergenic non-protein coding RNA 1788
chr1	71119936	71120131	196	*	p65_0hr_peak_969	30	.	4.84104	6.67147	3.07738	120	Intron (ENST00000455406.6/100852410, intron 2 of 3)	1	71093130	71237198	144069	1	100852410	ENST00000415780.1	26806	ENSG00000229956	ZRANB2-DT	ZRANB2 divergent transcript
chr1	71218134	71218309	176	*	p65_0hr_peak_970	50	.	6.01476	9.26436	5.04104	124	Intron (ENST00000455406.6/100852410, intron 2 of 3)	1	71202088	71407679	205592	1	100852410	ENST00000600103.1	16046	ENSG00000229956	ZRANB2-DT	ZRANB2 divergent transcript
chr1	71513914	71514089	176	*	p65_0hr_peak_971	26	.	4.30571	6.09996	2.61559	143	Intron (ENST00000357731.10/257194, intron 6 of 6)	1	71407492	71439838	32347	2	257194	ENST00000474357.1	-74076	ENSG00000172260	NEGR1	neuronal growth regulator 1
chr1	71514339	71514521	183	*	p65_0hr_peak_972	32	.	4.93918	6.94521	3.26756	14	Intron (ENST00000357731.10/257194, intron 6 of 6)	1	71407492	71439838	32347	2	257194	ENST00000474357.1	-74501	ENSG00000172260	NEGR1	neuronal growth regulator 1
chr1	71516782	71516957	176	*	p65_0hr_peak_973	37	.	5.16686	7.67231	3.72411	32	Intron (ENST00000357731.10/257194, intron 6 of 6)	1	71407492	71439838	32347	2	257194	ENST00000474357.1	-76944	ENSG00000172260	NEGR1	neuronal growth regulator 1
chr1	71518144	71518367	224	*	p65_0hr_peak_974	26	.	4.30571	6.09996	2.61559	132	Intron (ENST00000357731.10/257194, intron 6 of 6)	1	71407492	71439838	32347	2	257194	ENST00000474357.1	-78306	ENSG00000172260	NEGR1	neuronal growth regulator 1
chr1	71888970	71889254	285	*	p65_0hr_peak_975	26	.	4.66429	6.22211	2.69513	139	Intron (ENST00000357731.10/257194, intron 2 of 6)	1	71794232	71837012	42781	2	100852409	ENST00000453121.1	-51958	ENSG00000228853	NEGR1-IT1	NEGR1 intronic transcript 1
chr1	71890187	71890362	176	*	p65_0hr_peak_976	24	.	4.41839	5.66714	2.44991	154	Intron (ENST00000357731.10/257194, intron 2 of 6)	1	71794232	71837012	42781	2	100852409	ENST00000453121.1	-53175	ENSG00000228853	NEGR1-IT1	NEGR1 intronic transcript 1
chr1	71892091	71892266	176	*	p65_0hr_peak_977	30	.	4.84104	6.67147	3.07738	76	Intron (ENST00000357731.10/257194, intron 2 of 6)	1	71794232	71837012	42781	2	100852409	ENST00000453121.1	-55079	ENSG00000228853	NEGR1-IT1	NEGR1 intronic transcript 1
chr1	71893620	71893932	313	*	p65_0hr_peak_978	37	.	5.16686	7.67231	3.72411	160	Intron (ENST00000357731.10/257194, intron 2 of 6)	1	71794232	71837012	42781	2	100852409	ENST00000453121.1	-56608	ENSG00000228853	NEGR1-IT1	NEGR1 intronic transcript 1
chr1	73471399	73471574	176	*	p65_0hr_peak_979	16	.	3.44457	4.60611	1.65242	129	Promoter (1-2kb)	1	73301271	73472941	171671	2	105378801	ENST00000729649.1	1367	ENSG00000295376	LOC105378801	uncharacterized LOC105378801
chr1	74448799	74449093	295	*	p65_0hr_peak_980	37	.	5.44168	7.61256	3.72411	122	Intron (ENST00000557284.7/100526835, intron 22 of 26)	1	74439065	74463549	24485	1	100526835	ENST00000370889.2	9734	ENSG00000259030	FPGT-TNNI3K	FPGT-TNNI3K readthrough
chr1	75109415	75109643	229	*	p65_0hr_peak_981	37	.	5.16686	7.67231	3.72411	117	Intron (ENST00000794292.1/ENST00000794292.1, intron 1 of 3)	1	75128434	75161533	33100	1	431707	ENST00000294638.9	-18791	ENSG00000162624	LHX8	LIM homeobox 8
chr1	75699807	75699982	176	*	p65_0hr_peak_982	37	.	5.16686	7.67231	3.72411	97	Intron (ENST00000648424.1/204962, intron 2 of 2)	1	75707236	75723042	15807	2	204962	ENST00000746224.1	23060	ENSG00000137968	SLC44A5	solute carrier family 44 member 5
chr1	75701039	75701214	176	*	p65_0hr_peak_983	25	.	4.2052	5.76508	2.52133	70	Intron (ENST00000648424.1/204962, intron 2 of 2)	1	75707236	75723042	15807	2	204962	ENST00000746224.1	21828	ENSG00000137968	SLC44A5	solute carrier family 44 member 5
chr1	76796460	76796735	276	*	p65_0hr_peak_984	26	.	4.30571	6.09996	2.61559	117	Distal Intergenic	1	76757980	76779314	21335	2	110806286	ENST00000427806.2	-17146	NA	LINC02567	long intergenic non-protein coding RNA 2567
chr1	77001068	77001348	281	*	p65_0hr_peak_985	23	.	4.11598	5.49678	2.33271	28	Intron (ENST00000318803.6/81849, intron 2 of 4)	1	76995457	77050316	54860	1	81849	ENST00000488940.1	5611	ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
chr1	77001759	77001934	176	*	p65_0hr_peak_986	26	.	4.25024	5.91036	2.61559	99	Intron (ENST00000318803.6/81849, intron 2 of 4)	1	76995457	77050316	54860	1	81849	ENST00000488940.1	6302	ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
chr1	77002701	77002890	190	*	p65_0hr_peak_987	23	.	4.11598	5.49678	2.33271	107	Intron (ENST00000318803.6/81849, intron 2 of 4)	1	76995457	77050316	54860	1	81849	ENST00000488940.1	7244	ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
chr1	78186284	78186498	215	*	p65_0hr_peak_988	26	.	4.66429	6.22211	2.69513	137	Distal Intergenic	1	78222433	78251816	29384	1	149047	ENST00000823881.1	-35935	ENSG00000237413	MGC27382	uncharacterized MGC27382
chr1	78188111	78188286	176	*	p65_0hr_peak_989	37	.	5.16686	7.67231	3.72411	79	Distal Intergenic	1	78222433	78251816	29384	1	149047	ENST00000823881.1	-34147	ENSG00000237413	MGC27382	uncharacterized MGC27382
chr1	78189009	78189184	176	*	p65_0hr_peak_990	32	.	4.93918	6.94521	3.26756	113	Distal Intergenic	1	78222433	78251816	29384	1	149047	ENST00000823881.1	-33249	ENSG00000237413	MGC27382	uncharacterized MGC27382
chr1	78244094	78244321	228	*	p65_0hr_peak_991	46	.	5.88728	8.83887	4.69715	84	Intron (ENST00000823881.1/149047, intron 2 of 3)	1	78229622	78369464	139843	1	149047	ENST00000413519.1	14472	ENSG00000237413	MGC27382	uncharacterized MGC27382
chr1	78282585	78282765	181	*	p65_0hr_peak_992	36	.	5.10029	7.44386	3.66069	58	Intron (ENST00000436742.5/149047, intron 3 of 5)	1	78303884	78539749	235866	1	5737	ENST00000370758.5	-21119	ENSG00000122420	PTGFR	prostaglandin F receptor
chr1	79169567	79169763	197	*	p65_0hr_peak_993	37	.	5.16686	7.67231	3.72411	123	Intron (ENST00000661030.1/64123, intron 1 of 16)	1	78938209	79188399	250191	2	64123	ENST00000662530.1	18636	ENSG00000162618	ADGRL4	adhesion G protein-coupled receptor L4
chr1	79514338	79514513	176	*	p65_0hr_peak_994	26	.	4.30571	6.09996	2.61559	119	Distal Intergenic	1	79377629	79405738	28110	1	105378810	ENST00000796364.1	136709	ENSG00000285462	LOC105378810	uncharacterized LOC105378810
chr1	80397379	80397607	229	*	p65_0hr_peak_995	32	.	4.93918	6.94521	3.26756	104	Distal Intergenic	1	80535755	80646788	111034	1	101927412	ENST00000418041.5	-138148	ENSG00000234184	LINC01781	long intergenic non-protein coding RNA 1781
chr1	80398353	80398556	204	*	p65_0hr_peak_996	37	.	5.16686	7.67231	3.72411	146	Distal Intergenic	1	80535755	80646788	111034	1	101927412	ENST00000418041.5	-137199	ENSG00000234184	LINC01781	long intergenic non-protein coding RNA 1781
chr1	80940344	80940757	414	*	p65_0hr_peak_997	26	.	4.29626	6.06674	2.61559	71	Distal Intergenic	1	81157982	81178200	20219	2	105378813	ENST00000730963.1	237443	NA	LOC105378813	uncharacterized LOC105378813
chr1	82131553	82132082	530	*	p65_0hr_peak_998	37	.	5.16686	7.67231	3.72411	148	Distal Intergenic	1	81988392	81990709	2318	1	23266	ENST00000464551.1	143161	ENSG00000117114	ADGRL2	adhesion G protein-coupled receptor L2
chr1	82136106	82136281	176	*	p65_0hr_peak_999	37	.	5.16686	7.67231	3.72411	126	Distal Intergenic	1	81988392	81990709	2318	1	23266	ENST00000464551.1	147714	ENSG00000117114	ADGRL2	adhesion G protein-coupled receptor L2
chr1	82251616	82251791	176	*	p65_0hr_peak_1000	26	.	4.30571	6.09996	2.61559	134	Intron (ENST00000653483.1/ENST00000653483.1, intron 4 of 4)	1	82474980	82485608	10629	2	124904204	ENST00000834572.1	233817	NA	LOC124904204	uncharacterized LOC124904204
chr1	82253921	82254096	176	*	p65_0hr_peak_1001	23	.	4.11598	5.49678	2.33271	76	Intron (ENST00000653483.1/ENST00000653483.1, intron 4 of 4)	1	82474980	82485608	10629	2	124904204	ENST00000834572.1	231512	NA	LOC124904204	uncharacterized LOC124904204
chr1	82254172	82254408	237	*	p65_0hr_peak_1002	37	.	5.16686	7.67231	3.72411	120	Intron (ENST00000653483.1/ENST00000653483.1, intron 4 of 4)	1	82474980	82485608	10629	2	124904204	ENST00000834572.1	231200	NA	LOC124904204	uncharacterized LOC124904204
chr1	82576858	82577034	177	*	p65_0hr_peak_1003	56	.	6.58557	10.0324	5.67678	58	Intron (ENST00000653483.1/ENST00000653483.1, intron 3 of 4)	1	82484395	82555561	71167	2	124904204	ENST00000834562.1	-21297	NA	LOC124904204	uncharacterized LOC124904204
chr1	83157353	83157528	176	*	p65_0hr_peak_1004	26	.	4.30571	6.09996	2.61559	140	Intron (ENST00000452901.5/103283057, intron 9 of 10)	1	82973929	82986208	12280	2	101927498	ENST00000421931.1	-171145	ENSG00000236268	LINC01361	long intergenic non-protein coding RNA 1361
chr1	83341054	83341321	268	*	p65_0hr_peak_1005	43	.	5.76238	8.46002	4.37116	124	Intron (ENST00000715939.1/ENST00000715939.1, intron 2 of 4)	1	83445967	83462702	16736	1	101927542	ENST00000446227.3	-104646	NA	LINC01712	long intergenic non-protein coding RNA 1712
chr1	83825525	83825834	310	*	p65_0hr_peak_1006	37	.	5.15551	7.63229	3.72411	215	Exon (ENST00000794025.1/ENST00000794025.1, exon 2 of 2)	1	83849785	83860536	10752	2	101927560	ENST00000794034.1	34702	ENSG00000233008	LOC101927560	uncharacterized LOC101927560
chr1	83880670	83880845	176	*	p65_0hr_peak_1007	26	.	4.30571	6.09996	2.61559	47	Promoter (2-3kb)	1	83869698	83882848	13151	2	79739	ENST00000480533.1	2003	ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7
chr1	84057871	84058248	378	*	p65_0hr_peak_1008	18	.	3.88691	4.89784	1.87186	244	Intron (ENST00000646678.1/ENST00000646678.1, intron 1 of 1)	1	84078062	84238498	160437	1	5567	ENST00000370689.6	-19814	ENSG00000142875	PRKACB	protein kinase cAMP-activated catalytic subunit beta
chr1	85185727	85186199	473	*	p65_0hr_peak_1009	26	.	4.66429	6.22211	2.69513	169	Intron (ENST00000739550.1/105378821, intron 1 of 2)	1	85181159	85200513	19355	2	84144	ENST00000234668.6	14314	ENSG00000097096	SYDE2	synapse defective Rho GTPase homolog 2
